--------------------
BDMEP - INMET
--------------------
Estação           : CRUZ ALTA - RS (OMM: 83912)
Latitude  (graus) : -28.63
Longitude (graus) : -53.6
Altitude  (metros): 472.50
Estação Operante
Inicio de operação: 02/02/1912
Periodo solicitado dos dados: 01/01/1961 a 19/09/2012
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempBulboSeco;TempBulboUmido;TempMaxima;TempMinima;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoInsolacao;
83912;10/05/2006;1200;0;12.6;11.8;;10;91;965.5;14;2;;
83912;10/05/2006;1800;;17.4;14;;;68;965.2;9;1;;
83912;11/05/2006;0000;;13.4;12.6;19.5;;91;966.6;18;2;8.2;
83912;11/05/2006;1200;0;12.6;11.6;;9.6;88;966.4;18;1;;
83912;11/05/2006;1800;;19;13.2;;;49;965;14;1;;
83912;12/05/2006;0000;;12.6;10.4;19;;75;965.6;9;1;8.4;
83912;12/05/2006;1200;0;11.6;10;;8;80;966.4;9;1;;
83912;12/05/2006;1800;;18.8;12.4;;;43;965;18;2;;
83912;13/05/2006;0000;;11.8;9.2;19.5;;70;966;14;1;7.8;
83912;13/05/2006;1200;0;9.8;9;;7;90;967.2;9;1;;
83912;13/05/2006;1800;;19.4;13.6;;;50;966;9;1;;
83912;14/05/2006;0000;;13.2;10.8;23;;74;966.7;14;1;8.7;
83912;14/05/2006;1200;0;11;10.6;;8;95;967.4;9;1;;
83912;14/05/2006;1800;;22.2;14;;;36;964.6;9;1;;
83912;15/05/2006;0000;;15;11.6;24.5;;65;965.1;0;0;8.9;
83912;15/05/2006;1200;0;12.4;10;;8.8;73;966.2;14;1;;
83912;15/05/2006;1800;;24.2;15.8;;;38;964.4;36;1;;
83912;16/05/2006;0000;;15.8;12.2;23.5;;64;964.2;0;0;8.9;
83912;16/05/2006;1200;0;13.2;11.2;;9.4;78;964.6;9;2;;
83912;16/05/2006;1800;;23.4;15.8;;;42;963.2;36;1;;
83912;17/05/2006;0000;;15;12.4;25;;73;963.8;0;0;8.8;
83912;17/05/2006;1200;0;14.6;12.2;;9.6;75;965;5;1;;
83912;17/05/2006;1800;;24.8;17.2;;;44;963.2;27;1;;
83912;18/05/2006;0000;;16.8;12.6;26;;60;963;9;1;6.3;
83912;18/05/2006;1200;0;15.4;12.6;;11.8;71;963.1;36;2;;
83912;18/05/2006;1800;;25.8;18;;;44;960;36;1;;
83912;19/05/2006;0000;;17.6;16;18;;84;960.6;0;0;0;
83912;19/05/2006;1200;16.2;15.4;15.2;;11.8;98;960.2;32;1;;
83912;19/05/2006;1800;;16.8;16.4;;;96;957.4;36;1;;
83912;20/05/2006;0000;;11.8;11;16;;90;958.2;18;2;1.8;
83912;20/05/2006;1200;38.5;9.6;9.4;;9.2;98;959.2;18;2;;
83912;20/05/2006;1800;;13.6;12.4;;;86;958.4;18;2;;
83912;21/05/2006;0000;;10.4;10;15.5;;95;960.3;18;2;5.3;
83912;21/05/2006;1200;0;8.6;8.4;;7;98;963.9;14;2;;
83912;21/05/2006;1800;;15.2;10;;;48;962.7;18;1;;
83912;22/05/2006;0000;;8;6;14;;73;965.1;18;2;8.4;
83912;22/05/2006;1200;0;7.4;5.8;;6.6;78;968.6;14;2;;
83912;22/05/2006;1800;;13.4;8.4;;;47;968.4;18;2;;
83912;23/05/2006;0000;;7;4.8;15;;69;970;18;2;8.6;
83912;23/05/2006;1200;0;6;4.4;;2.6;77;971;9;2;;
83912;23/05/2006;1800;;14.8;10;;;51;969.8;14;2;;
83912;24/05/2006;0000;;8;6.4;19.5;;79;970.4;14;2;8.5;
83912;24/05/2006;1200;0;8;7;;4.8;86;969.8;9;2;;
83912;24/05/2006;1800;;19.4;14.2;;;55;966.6;9;1;;
83912;25/05/2006;0000;;12;10.6;22.5;;83;967.1;14;2;8.2;
83912;25/05/2006;1200;0;10.6;9.6;;7.8;87;966.7;9;1;;
83912;25/05/2006;1800;;22;16.2;;;53;964.2;9;1;;
83912;26/05/2006;0000;;15;12.8;25.5;;77;963.8;36;1;8.5;
83912;26/05/2006;1200;0;13.6;11.8;;9.2;80;963.4;9;1;;
83912;26/05/2006;1800;;25;18.6;;;53;960.6;27;1;;
83912;27/05/2006;0000;;17.8;15.6;27;;80;960.6;0;0;7.9;
83912;27/05/2006;1200;0;17.2;15.4;;14;82;961.1;36;1;;
83912;27/05/2006;1800;;27;20.8;;;56;959.6;32;2;;
83912;28/05/2006;0000;;20;18.4;23;;85;960.2;32;1;2.7;
83912;28/05/2006;1200;0;18.2;17.8;;16.4;96;962.7;0;0;;
83912;28/05/2006;1800;;22.4;20;;;80;961.6;18;1;;
83912;29/05/2006;0000;;16.6;16;28;;94;962.2;14;2;5.3;
83912;29/05/2006;1200;0;15.8;15.8;;14.6;100;961.8;18;1;;
83912;29/05/2006;1800;;28;20;;;44;958.6;27;2;;
83912;30/05/2006;0000;;20.8;18.4;25;;79;959.1;0;0;0;
83912;30/05/2006;1200;0;18.8;16.8;;17;81;959.2;27;1;;
83912;30/05/2006;1800;;23;18.2;;;62;958.4;32;1;;
83912;31/05/2006;0000;;20.4;17.4;20.5;;49;958.3;36;1;3.9;
83912;31/05/2006;1200;6.8;16.6;16.2;;13.6;96;960.8;18;1;;
83912;31/05/2006;1800;;18.6;15.8;;;74;962.7;18;2;;
83912;01/06/2006;0000;;13.8;13;20.5;;91;963.1;14;2;7.1;
83912;01/06/2006;1200;0;10.6;10.4;;9.2;98;965.8;9;2;;
83912;01/06/2006;1800;;20.4;15;;;53;964.3;9;2;;
83912;02/06/2006;0000;;14.6;11.6;22;;69;963.8;9;3;1.2;
83912;02/06/2006;1200;0;12.4;11.2;;10.6;86;964.7;9;2;;
83912;02/06/2006;1800;;21.8;18.2;;;70;962.3;9;1;;
83912;03/06/2006;0000;;18;16.4;21;;84;961.8;9;1;0;
83912;03/06/2006;1200;0;13.6;11.6;;12.6;78;960.7;9;3;;
83912;03/06/2006;1800;;21;15.4;;;53;958;5;2;;
83912;04/06/2006;0000;;17;15.4;18;;84;958.3;36;2;0.2;
83912;04/06/2006;1200;15.5;15.4;15.2;;11.8;98;959.5;27;2;;
83912;04/06/2006;1800;;15.6;14;;;83;959.8;27;2;;
83912;05/06/2006;0000;;12.4;12.2;17.5;;97;962.4;0;0;6.8;
83912;05/06/2006;1200;0.5;13.8;13.8;;7.2;100;963.9;14;2;;
83912;05/06/2006;1800;;16.8;13.2;;;66;961.8;9;2;;
83912;06/06/2006;0000;;12;10.4;23;;81;961.1;0;0;5.8;
83912;06/06/2006;1200;0;11.2;9.6;;9.2;80;961.8;9;1;;
83912;06/06/2006;1800;;22.6;18.8;;;67;959.6;36;2;;
83912;07/06/2006;0000;;17.4;16.8;27.6;;94;961.1;0;0;7.4;
83912;07/06/2006;1200;0;18.2;16.8;;15;86;962.3;5;2;;
83912;07/06/2006;1800;;27.6;21.6;;;58;959.9;36;3;;
83912;08/06/2006;0000;;20.6;18;28;;77;961.1;36;1;8.5;
83912;08/06/2006;1200;0;20.6;17;;17.6;69;961.6;36;3;;
83912;08/06/2006;1800;;27.8;18.4;;;37;959.4;36;3;;
83912;09/06/2006;0000;;19.8;16;26.5;;67;959;36;2;8.4;
83912;09/06/2006;1200;0;18.2;14.8;;13;68;959.2;36;3;;
83912;09/06/2006;1800;;26.2;17.4;;;38;957;36;3;;
83912;10/06/2006;0000;;17.6;17;15;;94;959.1;27;1;0;
83912;10/06/2006;1200;12.4;14;13.4;;12.4;93;961;18;3;;
83912;10/06/2006;1800;;13.6;13.2;;;95;959.2;27;2;;
83912;11/06/2006;0000;;12.8;12.4;14.5;;95;962.6;27;2;0;
83912;11/06/2006;1200;2.7;9.2;9.2;;8;100;966.3;14;2;;
83912;11/06/2006;1800;;11.2;10.2;;;88;966.8;18;2;;
83912;12/06/2006;0000;;8.4;7.4;18.5;;87;967.2;27;2;5.8;
83912;12/06/2006;1200;0;7;6.8;;5.8;97;967.2;9;2;;
83912;12/06/2006;1800;;18;13.6;;;59;964.7;9;2;;
83912;13/06/2006;0000;;11.8;10.6;25;;85;964.8;14;1;8.1;
83912;13/06/2006;1200;0;13.4;12;;8.8;84;964.4;5;1;;
83912;13/06/2006;1800;;25;18.6;;;53;963.5;36;1;;
83912;14/06/2006;0000;;17.2;16;26;;88;964;36;2;2.7;
83912;14/06/2006;1200;0;18;16;;15.6;79;963.8;36;2;;
83912;14/06/2006;1800;;25;18.2;;;50;962.4;32;2;;
83912;15/06/2006;0000;;20.4;16.8;25;;69;962.7;0;0;4.3;
83912;15/06/2006;1200;0;17.8;15.8;;15.2;80;963.9;32;1;;
83912;15/06/2006;1800;;23;19.4;;;71;961.8;27;1;;
83912;16/06/2006;0000;;15.6;15.4;16;;98;965.2;23;1;0.4;
83912;16/06/2006;1200;13.5;13;12.8;;11.8;98;966.7;14;2;;
83912;16/06/2006;1800;;15.6;13.6;;;80;965.5;9;2;;
83912;17/06/2006;0000;;12.2;11.6;18;;93;965.5;9;3;0.9;
83912;17/06/2006;1200;0;11.2;10.8;;10.2;96;965;14;3;;
83912;17/06/2006;1800;;15.8;15;;;91;964;9;2;;
83912;18/06/2006;0000;;14;13.6;25.5;;95;964.6;9;2;8.1;
83912;18/06/2006;1200;1.1;15.4;14.4;;10.2;89;965.4;9;2;;
83912;18/06/2006;1800;;25.2;18;;;47;963.5;36;1;;
83912;19/06/2006;0000;;17.4;15.4;25.5;;80;963.4;36;1;8.2;
83912;19/06/2006;1200;0;16.8;14.4;;14.6;77;961.1;5;3;;
83912;19/06/2006;1800;;25;17.8;;;47;958.7;36;3;;
83912;20/06/2006;0000;;18;15;23;;72;958.6;36;2;0;
83912;20/06/2006;1200;0;19;15;;16;64;960.2;5;3;;
83912;20/06/2006;1800;;21.6;17.4;;;65;957.6;36;2;;
83912;21/06/2006;0000;;16.6;16.2;18.5;;96;959.5;36;2;0;
83912;21/06/2006;1200;45;16.2;16;;11;98;960.2;18;3;;
83912;21/06/2006;1800;;12.4;11.6;;;91;962.7;14;3;;
83912;22/06/2006;0000;;11.6;11.2;18.5;;95;964.2;9;3;1.2;
83912;22/06/2006;1200;16;11.8;11.6;;10.2;98;964.4;9;2;;
83912;22/06/2006;1800;;18;17;;;90;962.4;5;1;;
83912;23/06/2006;0000;;16.4;16.2;22;;98;964.4;9;2;2.3;
83912;23/06/2006;1200;10.2;15.8;15.8;;10.6;100;966;9;2;;
83912;23/06/2006;1800;;21.6;19.8;;;84;963.5;9;2;;
83912;24/06/2006;0000;;19;18.6;26;;96;963.5;9;2;8.2;
83912;24/06/2006;1200;0;18.8;17;;16.2;83;962.3;9;2;;
83912;24/06/2006;1800;;25.8;19.2;;;52;959.6;36;2;;
83912;25/06/2006;0000;;18.6;16.4;24;;80;959.1;36;1;4.9;
83912;25/06/2006;1200;0;19.2;16.2;;12.2;73;955.6;36;3;;
83912;25/06/2006;1800;;20.2;16.2;;;66;955.1;23;4;;
83912;26/06/2006;0000;;12.6;12.4;13;;98;954.4;36;1;0;
83912;26/06/2006;1200;34;9.2;8.8;;7.4;94;958.8;27;3;;
83912;26/06/2006;1800;;9;7.8;;;84;960;27;5;;
83912;27/06/2006;0000;;8;7.8;13;;97;963.1;27;3;4.9;
83912;27/06/2006;1200;0.9;9;8.2;;7.8;89;968.7;23;2;;
83912;27/06/2006;1800;;12.4;9.2;;;64;968.8;9;2;;
83912;28/06/2006;0000;;8.2;7;14.5;;83;970;9;2;7.2;
83912;28/06/2006;1200;0;7;6;;4.4;85;971.6;9;3;;
83912;28/06/2006;1800;;14.4;9.4;;;49;970.6;9;2;;
83912;29/06/2006;0000;;10;8.8;19;;84;969.9;27;3;7.8;
83912;29/06/2006;1200;0;9.8;8.4;;7.8;82;968.7;9;2;;
83912;29/06/2006;1800;;18.2;13.6;;;58;966;36;1;;
83912;30/06/2006;0000;;11.8;10.6;19.5;;85;966.3;36;1;6.8;
83912;30/06/2006;1200;0;10;8.8;;7;84;967.2;9;2;;
83912;30/06/2006;1800;;19;14.8;;;62;966.3;9;2;;
83912;01/07/2006;0000;;14.4;12.6;19.5;;80;966.3;9;2;0.9;
83912;01/07/2006;1200;0;12.8;12.2;;12.2;92;966;9;1;;
83912;01/07/2006;1800;;17.6;16.6;;;90;965.9;36;1;;
83912;02/07/2006;0000;;14.6;14.4;22.5;;98;966.6;36;1;4.6;
83912;02/07/2006;1200;1;14.2;14.2;;12.2;100;968;36;1;;
83912;02/07/2006;1800;;20.6;16.8;;;67;967;27;1;;
83912;03/07/2006;0000;;14.8;14.6;22.5;;97;967.8;0;0;6.2;
83912;03/07/2006;1200;0.2;11.6;11.6;;10.6;100;968.8;9;1;;
83912;03/07/2006;1800;;22.2;17.2;;;60;966.6;36;1;;
83912;04/07/2006;0000;;15.6;14.8;22.5;;91;966.7;0;0;8;
83912;04/07/2006;1200;0.1;13.8;12.8;;10.8;89;966.4;27;1;;
83912;04/07/2006;1800;;21.6;17.2;;;67;965.2;27;1;;
83912;05/07/2006;0000;;15.4;14.8;23.5;;94;965.6;0;0;7.9;
83912;05/07/2006;1200;0;14.6;13.8;;12.4;91;967.1;27;1;;
83912;05/07/2006;1800;;23;17.6;;;57;965.2;27;1;;
83912;06/07/2006;0000;;16.6;15.6;26;;90;965.8;9;1;8.5;
83912;06/07/2006;1200;0;15.8;14.2;;12.4;83;965.8;9;1;;
83912;06/07/2006;1800;;25;17.4;;;44;964;36;1;;
83912;07/07/2006;0000;;16.2;15.2;26;;89;963.5;0;0;8.6;
83912;07/07/2006;1200;0;16.4;13.2;;13.2;69;961.8;5;2;;
83912;07/07/2006;1800;;25.6;18.8;;;50;959.1;32;1;;
83912;08/07/2006;0000;;18.6;15.6;26.5;;73;957.9;5;2;5;
83912;08/07/2006;1200;0;20.2;16;;16.6;64;956.8;36;3;;
83912;08/07/2006;1800;;25;19.4;;;58;953.2;36;2;;
83912;09/07/2006;0000;;22.6;18.4;23;;66;952;36;4;5.9;
83912;09/07/2006;1200;2.5;11.2;10;;9.6;85;959.2;18;3;;
83912;09/07/2006;1800;;15.2;11.4;;;61;960.3;18;2;;
83912;10/07/2006;0000;;9.8;8.6;17.5;;84;961.1;0;0;8.7;
83912;10/07/2006;1200;0;8.8;7.8;;6.4;87;962;9;3;;
83912;10/07/2006;1800;;17.4;13;;;59;961.1;9;2;;
83912;11/07/2006;0000;;13.2;10.4;25.5;;69;961.4;9;3;4.6;
83912;11/07/2006;1200;0;14.4;13.2;;10.4;87;960.8;9;3;;
83912;11/07/2006;1800;;25;20.6;;;67;958.2;5;2;;
83912;12/07/2006;0000;;20.2;18.8;28.5;;87;959.5;5;1;6.7;
83912;12/07/2006;1200;0;20.6;17.2;;18.5;71;958;36;4;;
83912;12/07/2006;1800;;27.8;20.6;;;51;958.2;36;3;;
83912;13/07/2006;0000;;21.4;17;27.5;;63;958.7;36;3;8;
83912;13/07/2006;1200;0;19.2;15.6;;17.4;67;963.2;5;2;;
83912;13/07/2006;1800;;27.4;19.4;;;45;962.7;36;3;;
83912;14/07/2006;0000;;20.6;17.4;21;;72;963.5;36;1;0;
83912;14/07/2006;1200;4.2;15.8;15.4;;15.2;96;966.6;9;2;;
83912;14/07/2006;1800;;17.8;17;;;92;966;36;2;;
83912;15/07/2006;0000;;16;15.8;16.5;;98;968;14;2;0;
83912;15/07/2006;1200;12;13.2;12.8;;12.8;96;970;9;3;;
83912;15/07/2006;1800;;14.6;14.2;;;95;968;14;3;;
83912;16/07/2006;0000;;14.4;14;21;;96;968.7;9;3;1;
83912;16/07/2006;1200;2.8;15.6;14.8;;14;91;967.9;27;2;;
83912;16/07/2006;1800;;20;17.4;;;77;966.8;9;2;;
83912;17/07/2006;0000;;17.4;16.6;25;;92;967.6;9;1;7.1;
83912;17/07/2006;1200;0;16;14.2;;13.4;81;969.1;9;1;;
83912;17/07/2006;1800;;24.6;19.4;;;60;967.2;5;1;;
83912;18/07/2006;0000;;17.8;16.6;23.5;;88;967.2;0;0;8.4;
83912;18/07/2006;1200;0;17.2;15.2;;13.6;80;964.6;36;1;;
83912;18/07/2006;1800;;23.4;18.2;;;60;963;18;1;;
83912;19/07/2006;0000;;15.8;14.2;24.5;;83;963;0;0;8.5;
83912;19/07/2006;1200;0;15;12.8;;11.8;77;964.2;36;1;;
83912;19/07/2006;1800;;24.2;17.8;;;51;962.6;27;2;;
83912;20/07/2006;0000;;17.8;15.8;25;;80;963.2;0;0;8.5;
83912;20/07/2006;1200;0;15.6;13.4;;12.2;78;962.4;36;2;;
83912;20/07/2006;1800;;24.6;21;;;72;959.8;36;2;;
83912;21/07/2006;0000;;16.6;13.8;25.5;;73;959.8;36;1;8.6;
83912;21/07/2006;1200;0;17.4;13.6;;13;64;960.7;36;2;;
83912;21/07/2006;1800;;25.4;18;;;46;959;32;2;;
83912;22/07/2006;0000;;17.8;15;27;;74;958.6;32;1;8.6;
83912;22/07/2006;1200;0;18.4;14;;14.8;60;958.8;5;3;;
83912;22/07/2006;1800;;26.8;18;;;40;954.8;5;3;;
83912;23/07/2006;0000;;18.8;16.6;24.5;;80;956.4;5;1;3.1;
83912;23/07/2006;1200;0;18;14.6;;15.6;68;959;18;1;;
83912;23/07/2006;1800;;24;18.2;;;55;957;32;1;;
83912;24/07/2006;0000;;19;18;24;;90;958.3;32;1;4.1;
83912;24/07/2006;1200;0;14;13.6;;12.8;95;958.8;9;3;;
83912;24/07/2006;1800;;23.4;20.4;;;76;956.4;9;3;;
83912;25/07/2006;0000;;19.4;18;20.5;;86;956.7;9;2;0;
83912;25/07/2006;1200;6.7;18.4;17.8;;17.6;94;958.3;36;2;;
83912;25/07/2006;1800;;18.2;18;;;98;957.2;36;1;;
83912;26/07/2006;0000;;18;17.8;18;;98;956.8;5;2;0;
83912;26/07/2006;1200;66.9;17.4;17.2;;15.6;98;958;9;2;;
83912;26/07/2006;1800;;16.6;16.2;;;96;955.1;9;3;;
83912;27/07/2006;0000;;16.4;15.6;21;;92;954.8;9;4;1.6;
83912;27/07/2006;1200;39.6;17.6;16.4;;16.2;88;954.3;36;3;;
83912;27/07/2006;1800;;20.6;18.6;;;82;953.6;36;3;;
83912;28/07/2006;0000;;17.8;17.2;18.5;;94;956.2;0;0;3.2;
83912;28/07/2006;1200;12.8;14.8;13.8;;9.2;89;959.5;27;3;;
83912;28/07/2006;1800;;15.4;10.6;;;52;957.4;27;3;;
83912;29/07/2006;0000;;9.6;8.2;12;;81;961.4;27;2;2.9;
83912;29/07/2006;1200;0.6;6.4;5;;4.6;80;966;27;3;;
83912;29/07/2006;1800;;10.6;7.6;;;64;966.2;27;4;;
83912;30/07/2006;0000;;4.8;3.6;10;;81;967.5;27;3;9.1;
83912;30/07/2006;1200;0;2.8;1.4;;-0.1;76;970;23;3;;
83912;30/07/2006;1800;;8.4;4.8;;;53;969.5;18;2;;
83912;31/07/2006;0000;;4;2.2;10;;71;970.2;18;3;6;
83912;31/07/2006;1200;0;3.6;2.4;;0.6;80;971.8;18;1;;
83912;31/07/2006;1800;;9.6;6;;;55;970.3;18;1;;
83912;01/08/2006;0000;;5;3.6;13.6;;79;971.1;18;3;9.4;
83912;01/08/2006;1200;0;5.2;3.8;;1.6;79;970.8;9;3;;
83912;01/08/2006;1800;;13.6;8.8;;;49;969.6;14;2;;
83912;02/08/2006;0000;;6.4;4.8;15.5;;77;970.2;14;3;9.1;
83912;02/08/2006;1200;0;5;4.2;;2.6;87;970;18;2;;
83912;02/08/2006;1800;;15;11;;;59;967.6;9;2;;
83912;03/08/2006;0000;;11;9.2;21;;78;966.8;18;3;3;
83912;03/08/2006;1200;0;7.6;7;;6.2;92;965.2;9;2;;
83912;03/08/2006;1800;;20.6;16.4;;;64;963.2;32;2;;
83912;04/08/2006;0000;;14.6;13.8;23.5;;91;963.6;0;0;8.9;
83912;04/08/2006;1200;0;12.6;12;;10;93;963.8;32;1;;
83912;04/08/2006;1800;;22.8;17.8;;;59;961.8;32;1;;
83912;05/08/2006;0000;;18.6;16.4;25.5;;79;961.5;32;1;4.8;
83912;05/08/2006;1200;0;19.4;16.8;;15.4;77;961.8;5;1;;
83912;05/08/2006;1800;;25.4;20.2;;;62;960;27;1;;
83912;06/08/2006;0000;;20.2;18.8;26;;87;959.9;27;1;4.8;
83912;06/08/2006;1200;5.5;18;17;;16.4;89;960.8;0;0;;
83912;06/08/2006;1800;;25.4;20.2;;;61;958.7;36;2;;
83912;07/08/2006;0000;;19.4;17.8;29;;84;958.7;5;2;5.1;
83912;07/08/2006;1200;0;20.2;16.2;;17.9;66;959;5;2;;
83912;07/08/2006;1800;;28.8;20.2;;;43;957.4;5;2;;
83912;08/08/2006;0000;;22.2;15.8;29.5;;49;958.3;5;3;9.2;
83912;08/08/2006;1200;0;21;15.2;;18.7;52;958.4;5;3;;
83912;08/08/2006;1800;;29.2;19.8;;;39;955.4;32;3;;
83912;09/08/2006;0000;;22;17.2;27;;61;955.6;36;1;5.4;
83912;09/08/2006;1200;0;23;16.2;;17.9;47;953.4;36;4;;
83912;09/08/2006;1800;;26.8;18.8;;;45;951.4;36;4;;
83912;10/08/2006;0000;;18;17.6;21;;96;954.3;27;3;9.7;
83912;10/08/2006;1200;11.9;13;11.8;;10.6;86;963.6;14;2;;
83912;10/08/2006;1800;;20.2;15.6;;;61;961.4;14;2;;
83912;11/08/2006;0000;;15.2;13;29;;77;960;14;2;5.1;
83912;11/08/2006;1200;0;19.6;17.2;;13.2;78;956.2;5;4;;
83912;11/08/2006;1800;;28.6;20.6;;;47;955.6;36;3;;
83912;12/08/2006;0000;;23;18.4;29.5;;63;955.5;36;1;7.1;
83912;12/08/2006;1200;0;22.4;16.6;;20.9;54;956.4;5;1;;
83912;12/08/2006;1800;;29.4;21.6;;;49;955.2;36;2;;
83912;13/08/2006;0000;;22.6;18.6;29.5;;68;956;0;0;5.8;
83912;13/08/2006;1200;0;22.6;17.4;;21.1;58;956.3;36;2;;
83912;13/08/2006;1800;;29;22;;;53;955.2;36;1;;
83912;14/08/2006;0000;;23.2;19.4;28;;70;955.4;32;1;2.1;
83912;14/08/2006;1200;0.2;22.8;16.6;;20.7;51;954.2;36;3;;
83912;14/08/2006;1800;;26.4;20;;;54;952.8;36;3;;
83912;15/08/2006;0000;;22.4;20;22.5;;80;955.1;0;0;0;
83912;15/08/2006;1200;4.2;16.2;15.6;;11.4;94;958.2;14;3;;
83912;15/08/2006;1800;;15.6;15.4;;;98;956.6;36;1;;
83912;16/08/2006;0000;;11.6;11.2;13;;95;959.2;9;3;0.6;
83912;16/08/2006;1200;29.9;7.8;7.4;;7.4;95;962.4;14;4;;
83912;16/08/2006;1800;;11.8;10.2;;;80;961.1;14;4;;
83912;17/08/2006;0000;;9.8;8.8;14.5;;87;965;14;3;0;
83912;17/08/2006;1200;1.2;10.2;9.2;;8.4;87;966.4;14;2;;
83912;17/08/2006;1800;;14.4;12.2;;;77;964.2;9;2;;
83912;18/08/2006;0000;;11.6;10.6;17.5;;88;965.1;14;2;6.1;
83912;18/08/2006;1200;0;11.6;10.8;;8.8;91;965.8;18;1;;
83912;18/08/2006;1800;;16;11.8;;;58;965.4;23;1;;
83912;19/08/2006;0000;;9.2;7.6;16.5;;80;966;18;1;10.3;
83912;19/08/2006;1200;0;9;7.2;;3.6;77;965.2;18;1;;
83912;19/08/2006;1800;;16.2;9.6;;;38;961.9;27;1;;
83912;20/08/2006;0000;;9.2;6.8;16.5;;70;961.5;27;1;10.2;
83912;20/08/2006;1200;0;9.2;6;;5.2;59;964.7;27;2;;
83912;20/08/2006;1800;;16;11;;;51;965.4;23;3;;
83912;21/08/2006;0000;;8;6;12.5;;73;968.4;18;3;10.4;
83912;21/08/2006;1200;0;5;2.6;;2.2;63;969.8;14;2;;
83912;21/08/2006;1800;;11.4;7;;;49;967.8;18;2;;
83912;22/08/2006;0000;;6.2;4;18.5;;68;967.8;0;0;10.6;
83912;22/08/2006;1200;0;6.6;4.2;;1;66;967.8;14;2;;
83912;22/08/2006;1800;;18.2;10.2;;;30;965;32;1;;
83912;23/08/2006;0000;;11.2;7.6;22.5;;58;965;0;0;10.3;
83912;23/08/2006;1200;0;13;8.6;;7.8;52;964.6;0;0;;
83912;23/08/2006;1800;;22;14;;;37;963.6;23;1;;
83912;24/08/2006;0000;;14.4;11;26.5;;64;963.9;0;0;10.4;
83912;24/08/2006;1200;0;14;10.2;;9.6;60;964.2;9;1;;
83912;24/08/2006;1800;;26.2;15.4;;;26;962.2;32;1;;
83912;25/08/2006;0000;;17.6;12;29.5;;49;962.2;5;1;10;
83912;25/08/2006;1200;0;18.8;12.8;;12.8;46;959.8;9;2;;
83912;25/08/2006;1800;;29.4;18.6;;;32;956.7;27;1;;
83912;26/08/2006;0000;;20.6;15.8;21.5;;59;955.8;0;0;0.3;
83912;26/08/2006;1200;1.5;15.8;15.2;;15;93;954.4;14;2;;
83912;26/08/2006;1800;;18;16;;;80;950;32;2;;
83912;27/08/2006;0000;;16.2;16;;;98;951.6;27;2;0.1;
83912;27/08/2006;1200;9.1;12.2;11.4;;8.6;91;958.3;18;1;;
83912;27/08/2006;1800;;13.8;12.4;;;84;959.2;32;1;;
83912;28/08/2006;0000;;10.4;9;14;;82;961.1;18;2;9.4;
83912;28/08/2006;1200;0.5;8.2;6.2;;4;74;965.5;18;1;;
83912;28/08/2006;1800;;13.8;8.6;;;46;965.5;23;1;;
83912;29/08/2006;0000;;7.6;4.2;16;;54;968.6;18;1;10.5;
83912;29/08/2006;1200;0;9.4;6.4;;1.8;62;970.2;18;1;;
83912;29/08/2006;1800;;10.6;9.6;;;87;968.2;14;2;;
83912;30/08/2006;0000;;8.6;5.6;21;;60;967.4;9;2;7.9;
83912;30/08/2006;1200;0;9.2;6.8;;4.8;70;966.2;9;3;;
83912;30/08/2006;1800;;20.4;12.6;;;36;962.4;5;2;;
83912;31/08/2006;0000;;16;12;22;;60;959.2;9;3;4.8;
83912;31/08/2006;1200;1.7;14.2;12;;11.2;77;960;9;2;;
83912;31/08/2006;1800;;21.8;16.2;;;54;957.8;36;1;;
83912;01/09/2006;0000;;15.8;15;23;;91;956.7;36;1;4;
83912;01/09/2006;1200;1;16.2;15.2;;13;89;956.4;9;3;;
83912;01/09/2006;1800;;21.8;18.8;;;75;952.4;9;1;;
83912;02/09/2006;0000;;16.4;15.4;17;;90;952.6;5;2;0.1;
83912;02/09/2006;1200;19.1;10.4;9.6;;6.2;89;955.2;27;6;;
83912;02/09/2006;1800;;7.4;7.2;;;97;956.3;27;7;;
83912;03/09/2006;0000;;6.6;6.4;13;;97;959.8;27;6;10.4;
83912;03/09/2006;1200;1.6;6.2;5;;3;82;963.9;23;1;;
83912;03/09/2006;1800;;12.6;7.2;;;41;962.4;23;3;;
83912;04/09/2006;0000;;6.8;4.4;12;;67;964.6;23;1;10.2;
83912;04/09/2006;1200;0;6.2;4;;1.4;68;968.4;23;1;;
83912;04/09/2006;1800;;11.2;6;;;40;968;23;2;;
83912;05/09/2006;0000;;4.8;3.4;13.5;;78;971;0;0;10.5;
83912;05/09/2006;1200;0;5.4;3;;0.4;64;973.2;23;1;;
83912;05/09/2006;1800;;13;8;;;46;972.7;18;1;;
83912;06/09/2006;0000;;7.4;5;17.5;;67;972.2;18;1;10.7;
83912;06/09/2006;1200;0;7.6;5.2;;1.2;67;971.5;9;2;;
83912;06/09/2006;1800;;17.4;9;;;25;967.8;9;2;;
83912;07/09/2006;0000;;10.8;5.8;21.5;;42;966.3;9;3;10.7;
83912;07/09/2006;1200;0;9.8;6.6;;5.2;59;966.6;9;3;;
